Name,Price,CPU,RAM,Storage,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,8.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",44490.0,Core Ultra 9 285H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 285H,7.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",44490.0,Core Ultra 9 285H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 285H,7.0
"HP EliteBook 645 G11 14"" WUXGA",18113.0,Ryzen 7 7735U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 7735U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,8.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,8.0
"Asus ROG Strix SCAR 18"" WQXGA 240 Hz",46990.0,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 275HX,7.0
"HP ZBook Power G11 16"" Mobile Workstation WUXGA",28279.0,Ryzen 7 8845HS,32 GB RAM,512 GB SSD,Komplett,32.0,512.0,Ryzen 7 8845HS,1.0
"MSI Vector 17 HX AI 17"" QHD+",43990.0,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 275HX,7.0
"MSI Vector 17 HX AI 17"" QHD+",43990.0,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 275HX,7.0
"HP ProBook 460 G11 16"" WUXGA",15100.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"HP ProBook 460 G11 16"" WUXGA",15100.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"HP ZBook Firefly 14 G11 14"" Mobile Workstation WUXGA",27279.0,Core i7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core i7-155H,1.0
"HP Elitebook 840 G11 14"" Full HD",21020.0,Core Ultra 5-125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5-125H,1.0
"HP EliteBook 830 G11 13,3"" Full HD",20897.0,Core Ultra 5-125U,32GB RAM,512GB SSD,Komplett,32.0,512.0,Core Ultra 5-125U,1.0
"HP Elitebook 830 G11 13,3"" Full HD",19999.0,Core i5-1335U,16GB RAM,256GB SSD,Komplett,16.0,256.0,Core i5-1335U,9.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,7.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,1.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,7.0
"HP Elite x360 G11 14"" WUXGA",30519.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613.0,Core U5-125U,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core U5-125U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613.0,Core U5-125U,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core U5-125U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613.0,Core U5-125U,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core U5-125U,8.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613.0,Core U5-125U,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core U5-125U,8.0
"Asus ROG Strix SCAR 18"" WQXGA 240 Hz",64990.0,Core Ultra 9 275HX,64 GB RAM,2 TB SSD,Komplett,64.0,2048.0,Core Ultra 9 275HX,7.0
"Asus ROG Zephyrus G14 14"" 3K",41490.0,Ryzen AI 9 HX 370,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Ryzen AI 9 HX 370,7.0
"Samsung Galaxy Book4 Pro 16"" WQXGA Inkl. Samsung 27"" 27A60P skärm",23990.0,Core Ultra 7 155H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core Ultra 7 155H,1.0
"Samsung Galaxy Book4 Pro 360 16"" WQXGA  Inkl. Samsung 27"" 27A60P skärm",23990.0,Core Ultra 5 125H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,1.0
"Acer Swift X 14"" 2,8K OLED",11990.0,Core Ultra 7 155H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core Ultra 7 155H,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613.0,Core U5-125U,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Core U5-125U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613.0,Core U5-125U,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Core U5-125U,8.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613.0,Core U5-125U,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Core U5-125U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613.0,Core U5-125U,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Core U5-125U,8.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",23113.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",23113.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,1.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",27488.0,Core U7-155U,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core U7-155U,9.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",27488.0,Core U7-155U,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core U7-155U,1.0
"MSI Prestige 16 AI Evo 16"" UHD+",22990.0,Core Ultra 7 155H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 155H,1.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,8.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,8.0
"Asus VivoBook 14"" WUXGA",8990.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Lenovo ThinkPad P16 G2 16"" Workstation WUXGA",26238.0,Core i7-13700HX,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core i7-13700HX,1.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,8.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,8.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,8.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988.0,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 7 PRO 7735U,8.0
"Lenovo ThinkPad T14s G4 14"" WUXGA",23738.0,Ryzen 7 Pro 7840U,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Ryzen 7 Pro 7840U,1.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155.0,Core U7-155H,32GB RAM,512GB SSD,Komplett,32.0,512.0,Core U7-155H,7.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155.0,Core U7-155H,32GB RAM,512GB SSD,Komplett,32.0,512.0,Core U7-155H,1.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155.0,Core U7-155H,32GB RAM,512GB SSD,Komplett,32.0,512.0,Core U7-155H,7.0
"Lenovo ThinkBook 16 G7 16"" Full HD+",9988.0,unknown_cpu,16GB RAM,512GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"HP EliteBook 840 G10 14"" Full HD",17088.0,Core i5-1335U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core i5-1335U,9.0
"HP EliteBook 840 G10 14"" Full HD",17088.0,Core i5-1335U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core i5-1335U,9.0
"HP EliteBook 660 G11 16"" WUXGA",17319.0,Core Ultra 5-125U,16GB RAM,512B SSD,Komplett,16.0,,Core Ultra 5-125U,1.0
"HP EliteBook 640 G11 14"" Full HD+",15809.0,Core Ultra 5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5-125U,9.0
"HP OmniBook Ultra Flip 14-fh0096no 14"" 2.8K OLED Touch",19990.0,Core Ultra 9 288V,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 288V,1.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"HP EliteBook 860 G11 16"" WUXGA",21761.0,Core Ultra 7 155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7 155U,1.0
"HP EliteBook 860 G11 16"" WUXGA",21761.0,Core Ultra 7 155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7 155U,1.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",46238.0,Core U7-165H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-165H,7.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",46238.0,Core U7-165H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-165H,7.0
"MSI Cyborg 14"" WUXGA 144 Hz",13990.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,9.0
"ASUS Vivobook Go 14 L1404FA 14"" FHD",7990.0,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7520U,8.0
"Acer Aspire Go 14 14"" WUXGA",3990.0,Intel N100,8 GB RAM,128 GB SSD,Komplett,8.0,128.0,Intel N100,6.0
"Acer Aspire Go 14 14"" WUXGA",3990.0,Intel N100,8 GB RAM,128 GB SSD,Komplett,8.0,128.0,Intel N100,8.0
"MSI Thin 15 B13U 15,6"" FHD 144 Hz",10990.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,6.0
"Lenovo LOQ 15 15,6"" FHD",9990.0,Ryzen 7 7435HS,24 GB RAM,512 GB SSD,Komplett,24.0,512.0,Ryzen 7 7435HS,8.0
"MSI Modern 14 14"" FHD",9490.0,Ryzen 5 7430U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7430U,8.0
"ASUS Zephyrus G16 16"" WQXGA OLED 240 Hz",51990.0,Core Ultra 9 185H,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 185H,7.0
"Samsung Galaxy Book3 Pro 16"" AMOLED WQXGA+ 120 Hz (Graphite)",24990.0,Core i7-1360P,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-1360P,1.0
"Lenovo V15 G4 15,6"" Full HD",8738.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,8.0
"Lenovo V15 G4 15,6"" Full HD",8738.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,8.0
"Lenovo V15 G4 15,6"" Full HD",8738.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,6.0
"Lenovo V15 G4 15,6"" Full HD",8738.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,6.0
"Lenovo V15 G4 15,6"" Full HD",8738.0,Core i7-13620H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i7-13620H,6.0
"Lenovo IdeaPad Slim 3 Chrome 14"" FHD",3290.0,unknown_cpu,4 GB RAM,128 GB eMMC,Komplett,4.0,128.0,unknown_cpu,3.0
"Lenovo IdeaPad Slim 5 14"" WUXGA OLED",8990.0,Ryzen 5 8645HS,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 8645HS,8.0
"Acer Swift 14 AI WUXGA 14"" OLED CoPilot+ PC",11490.0,Core Ultra 7 256V,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core Ultra 7 256V,9.0
"Lenovo IdeaPad 1 15,6"" FHD",6790.0,Ryzen 3 7320U,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Ryzen 3 7320U,3.0
"Lenovo IdeaPad 1 15,6"" FHD",6790.0,Ryzen 3 7320U,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Ryzen 3 7320U,8.0
"MSI Modern 14 F13MG 14"" FHD",8990.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,6.0
Macbook Pro 14 M4 (2024) 512GB (silver),22990.0,Apple 10-core GPU,16GB RAM,512GB SSD,Komplett,16.0,512.0,Apple 10-core GPU,9.0
"Lenovo V15 G4 15,6"" Full HD",8113.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,8.0
"Lenovo V15 G4 15,6"" Full HD",8113.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,8.0
"Lenovo V15 G4 15,6"" Full HD",8113.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,6.0
"Lenovo V15 G4 15,6"" Full HD",8113.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,6.0
"Lenovo V15 G4 15,6"" Full HD",8113.0,Core i5-13420H,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-13420H,6.0
"Lenovo ThinkPad X13 G5 13.3"" WUXGA",22488.0,Core U7-155U,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Core U7-155U,1.0
"MSI Katana 15 B13VFK 15,6"" FHD",17490.0,Core i7-13620H,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core i7-13620H,9.0
"Acer Aspire Lite 15 15,6"" FHD",3990.0,unknown_cpu,4 GB RAM,128 GB SSD,Komplett,4.0,128.0,unknown_cpu,3.0
"Acer Aspire Go 14 14"" WUXGA",4990.0,Ryzen 5 7520U,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Ryzen 5 7520U,6.0
"Acer Aspire Go 14 14"" WUXGA",4990.0,Ryzen 5 7520U,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Ryzen 5 7520U,8.0
